order_id,order_date,customer_id,customer_name,email,customer_segment,region,state,city,signup_date,product_id,category,product_name,quantity,unit_price,discount_pct,sales_amount,cost_amount,profit_amount,payment_method,sales_channel,order_status
ORD-003504,2023-03-25,CUST-00554,Jeffrey Williamson,johnwang@example.com,Consumer,Midwest,Ohio,Lake Lori,2022-04-06,PROD-007,Clothing,Men's T-Shirt,4,26.08,0.2,83.46,56.39,27.07,PayPal,Online,Completed
ORD-004847,2023-03-25,CUST-00676,Phillip Scott,graveslisa@example.com,Home Office,South,Texas,Erinbury,2020-08-26,PROD-001,Electronics,Laptop,1,903.06,0.0,903.06,621.05,282.01,PayPal,Online,Completed
ORD-005309,2023-03-25,CUST-01412,Derrick Nelson,brooke35@example.com,Consumer,West,Nevada,New James,2021-04-09,PROD-002,Electronics,Smartphone,1,730.5,0.2,584.4,396.07,188.33,Gift Card,Online,Completed
ORD-005327,2023-03-25,CUST-02189,Jessica Olsen DVM,vbailey@example.com,Consumer,Northeast,New York,Port Eugenechester,2020-01-30,PROD-006,Home & Kitchen,Desk Lamp,4,39.56,0.0,158.24,113.14,45.1,PayPal,Online,Completed
ORD-005369,2023-03-25,CUST-02375,Oscar Farmer,wstewart@example.net,Consumer,West,Washington,Lake Coltonland,2021-09-25,PROD-009,Clothing,Running Shoes,3,85.03,0.0,255.09,181.23,73.86,Credit Card,Online,Completed
ORD-006480,2023-03-25,CUST-02261,Christine Jacobson,zroy@example.org,Corporate,South,Georgia,Ronaldfurt,2020-09-27,PROD-003,Electronics,Wireless Headphones,1,129.72,0.0,129.72,73.61,56.11,PayPal,Online,Completed
ORD-007606,2023-03-25,CUST-00907,Gene Castro,alexharris@example.com,Home Office,West,Washington,Kristyport,2021-11-04,PROD-013,Sports & Outdoors,Water Bottle,3,20.1,0.0,60.3,38.29,22.01,Credit Card,Online,Completed
ORD-008412,2023-03-25,CUST-01729,John Valdez,brianmorrow@example.org,Home Office,Northeast,Massachusetts,Gayland,2022-10-18,PROD-005,Home & Kitchen,Air Fryer,2,125.37,0.0,250.74,175.43,75.31,Credit Card,Online,Completed
ORD-009767,2023-03-25,CUST-00729,Gary Lawrence,kyle09@example.net,Corporate,South,Texas,Maryville,2020-11-06,PROD-002,Electronics,Smartphone,1,702.08,0.05,666.98,457.28,209.7,Credit Card,Online,Completed
ORD-000189,2023-03-26,CUST-00922,Jeremy Scott,ilewis@example.com,Consumer,West,Oregon,Derrickshire,2021-05-29,PROD-008,Clothing,Women's Jeans,2,57.68,0.1,103.82,81.79,22.03,Credit Card,Online,Completed
ORD-000525,2023-03-26,CUST-00623,Patrick Kelley,christopher86@example.net,Consumer,Midwest,Illinois,Port Dennis,2021-01-03,PROD-001,Electronics,Laptop,4,839.08,0.0,3356.32,1733.68,1622.64,PayPal,Online,Completed
ORD-001337,2023-03-26,CUST-02268,Tara Mitchell,ucoleman@example.net,Corporate,West,Nevada,Franciscofurt,2020-04-25,PROD-002,Electronics,Smartphone,1,677.49,0.0,677.49,466.21,211.28,Credit Card,Online,Completed
ORD-001399,2023-03-26,CUST-01469,Valerie Park,riverapeggy@example.net,Consumer,South,Texas,New Lindseyberg,2020-09-28,PROD-006,Home & Kitchen,Desk Lamp,2,37.02,0.1,66.64,47.38,19.26,Debit Card,Online,Completed
ORD-004129,2023-03-26,CUST-01730,Kevin Wilson,boltondavid@example.net,Corporate,Northeast,New York,West Kayleemouth,2020-11-25,PROD-009,Clothing,Running Shoes,2,87.99,0.15,149.58,104.23,45.35,Credit Card,Online,Completed
ORD-004196,2023-03-26,CUST-00040,Melinda Schmitt,kjimenez@example.net,Consumer,Northeast,New Jersey,North Deannaport,2020-05-21,PROD-005,Home & Kitchen,Air Fryer,1,117.86,0.05,111.97,62.37,49.6,Credit Card,Store,Completed
ORD-004380,2023-03-26,CUST-02452,Jeffrey Sanchez,yknight@example.org,Consumer,West,Oregon,East Christian,2020-08-27,PROD-001,Electronics,Laptop,1,810.92,0.0,810.92,532.95,277.97,Credit Card,Store,Completed
ORD-004936,2023-03-26,CUST-01353,Amanda Huff,vlopez@example.com,Consumer,Midwest,Michigan,North Kennethville,2022-06-12,PROD-001,Electronics,Laptop,3,901.65,0.0,2704.95,1735.08,969.87,Credit Card,Online,Completed
ORD-006270,2023-03-26,CUST-01604,Jessica Valencia,ogriffin@example.org,Consumer,Northeast,New York,South Jennifermouth,2021-04-19,PROD-001,Electronics,Laptop,2,889.08,0.05,1689.25,1259.75,429.5,PayPal,Store,Completed
ORD-006682,2023-03-26,CUST-01866,Alexander Davies,amandaroberts@example.net,Corporate,South,Georgia,East Kelli,2021-09-25,PROD-010,Beauty,Skin Care Set,1,49.62,0.0,49.62,25.9,23.72,Debit Card,Online,Completed
ORD-006818,2023-03-26,CUST-01394,Carol Medina,christian56@example.org,Consumer,West,Oregon,Benjaminland,2020-01-19,PROD-002,Electronics,Smartphone,1,691.36,0.0,691.36,380.5,310.86,Credit Card,Online,Completed
ORD-000255,2023-03-27,CUST-00151,Carly Riggs,zacharyarnold@example.com,Consumer,Northeast,Massachusetts,Mullenbury,2021-12-20,PROD-002,Electronics,Smartphone,2,695.17,0.0,1390.34,706.93,683.41,Debit Card,Store,Completed
ORD-001433,2023-03-27,CUST-00921,Mary Miller,lindsey69@example.org,Home Office,Midwest,Michigan,Port Paulhaven,2022-08-13,PROD-001,Electronics,Laptop,3,933.73,0.1,2521.07,1479.25,1041.82,Debit Card,Online,Completed
ORD-002144,2023-03-27,CUST-00535,Erica Oconnell,kathrynwatkins@example.com,Consumer,Midwest,Minnesota,North Joshuachester,2020-05-13,PROD-009,Clothing,Running Shoes,3,77.73,0.1,209.87,119.39,90.48,Credit Card,Online,Completed
ORD-002384,2023-03-27,CUST-01719,Darrell Ortiz,schaeferstephanie@example.org,Consumer,Midwest,Minnesota,Port James,2021-01-29,PROD-001,Electronics,Laptop,3,852.07,0.0,2556.21,1624.92,931.29,Debit Card,Online,Completed
ORD-003459,2023-03-27,CUST-00033,Christian White,epatterson@example.net,Corporate,South,Florida,Collinsberg,2020-09-25,PROD-001,Electronics,Laptop,3,861.65,0.1,2326.46,1559.09,767.37,PayPal,Online,Completed
ORD-004122,2023-03-27,CUST-00265,Aaron Powers,conleyelizabeth@example.org,Consumer,South,Texas,Port Williamville,2022-02-15,PROD-009,Clothing,Running Shoes,1,85.13,0.0,85.13,54.69,30.44,Credit Card,Online,Completed
ORD-005811,2023-03-27,CUST-01971,Craig Crawford,kevinmoses@example.net,Corporate,South,North Carolina,Jeremyfort,2021-08-14,PROD-005,Home & Kitchen,Air Fryer,1,114.87,0.2,91.9,81.96,9.94,Credit Card,Online,Completed
ORD-006889,2023-03-27,CUST-01940,Billy Tate,clayanthony@example.net,Consumer,South,Georgia,South Nathanielville,2020-09-02,PROD-006,Home & Kitchen,Desk Lamp,1,39.64,0.0,39.64,24.59,15.05,Credit Card,Store,Completed
ORD-008717,2023-03-27,CUST-00799,Barbara Johnston,smithsusan@example.net,Corporate,Northeast,Massachusetts,Port Ashley,2021-04-21,PROD-002,Electronics,Smartphone,1,718.25,0.0,718.25,420.37,297.88,PayPal,Online,Completed
ORD-009251,2023-03-27,CUST-01365,Danielle Franklin,wwhite@example.com,Corporate,West,Oregon,Joshuachester,2022-07-07,PROD-002,Electronics,Smartphone,2,662.25,0.05,1258.27,658.36,599.91,Credit Card,Online,Completed
ORD-000384,2023-03-28,CUST-00530,Alexandria Oneill,tiffanysantiago@example.com,Consumer,Northeast,New York,South Dorothybury,2021-02-22,PROD-004,Home & Kitchen,Coffee Maker,1,93.83,0.0,93.83,63.15,30.68,PayPal,Online,Completed
ORD-001212,2023-03-28,CUST-01977,Erin Walters,whenry@example.net,Consumer,Northeast,Pennsylvania,Reynoldsshire,2020-03-28,PROD-009,Clothing,Running Shoes,1,78.48,0.0,78.48,39.77,38.71,Credit Card,Online,Completed
ORD-001353,2023-03-28,CUST-01072,Jennifer Kelley,torreskaitlin@example.net,Consumer,West,California,Jasonhaven,2021-05-14,PROD-002,Electronics,Smartphone,1,690.88,0.1,621.79,445.75,176.04,Credit Card,Online,Completed
ORD-001831,2023-03-28,CUST-01315,Daniel Arnold,donnagiles@example.com,Consumer,Northeast,Massachusetts,South Andrew,2020-02-11,PROD-004,Home & Kitchen,Coffee Maker,2,87.7,0.0,175.4,92.31,83.09,Credit Card,Online,Completed
ORD-001974,2023-03-28,CUST-02462,Stacy Mcbride,davidfields@example.net,Consumer,Northeast,New Jersey,South Gregville,2022-05-04,PROD-003,Electronics,Wireless Headphones,2,130.57,0.05,248.08,151.01,97.07,Credit Card,Store,Completed
ORD-002125,2023-03-28,CUST-01445,Robert Richards,bblake@example.net,Consumer,Midwest,Illinois,Lake Kimberlyshire,2021-08-10,PROD-003,Electronics,Wireless Headphones,1,133.45,0.0,133.45,90.87,42.58,Credit Card,Store,Completed
ORD-002410,2023-03-28,CUST-01844,John Hart,tochoa@example.com,Consumer,Midwest,Minnesota,Mooreton,2022-11-10,PROD-011,Beauty,Electric Toothbrush,4,73.07,0.05,277.67,178.76,98.91,Credit Card,Online,Completed
ORD-002673,2023-03-28,CUST-01791,Catherine Frazier,destiny35@example.org,Consumer,West,Oregon,Robertmouth,2022-11-08,PROD-003,Electronics,Wireless Headphones,3,135.05,0.0,405.15,204.27,200.88,Debit Card,Online,Completed
ORD-003410,2023-03-28,CUST-01080,David Murphy,ewalker@example.org,Corporate,West,Washington,Brandonborough,2021-09-30,PROD-001,Electronics,Laptop,2,914.94,0.1,1646.89,1169.05,477.84,Credit Card,Online,Completed
ORD-003468,2023-03-28,CUST-01825,Marcus Collier,sarawilliams@example.com,Consumer,West,Nevada,New Monique,2021-02-26,PROD-002,Electronics,Smartphone,1,712.59,0.05,676.96,361.37,315.59,Credit Card,Store,Completed
ORD-005744,2023-03-28,CUST-00930,Melissa Walker,peter98@example.org,Home Office,Midwest,Ohio,Whitneyfort,2022-05-19,PROD-010,Beauty,Skin Care Set,4,48.51,0.1,174.64,116.01,58.63,Credit Card,Online,Completed
ORD-005788,2023-03-28,CUST-00406,Jessica Aguirre,mlewis@example.net,Corporate,West,Nevada,Ayalaland,2021-11-01,PROD-009,Clothing,Running Shoes,2,77.98,0.2,124.77,93.66,31.11,Debit Card,Online,Completed
ORD-005959,2023-03-28,CUST-02126,Jason Howard,davismichelle@example.net,Consumer,Midwest,Michigan,West Edwardport,2021-10-18,PROD-007,Clothing,Men's T-Shirt,1,23.48,0.05,22.31,14.14,8.17,Credit Card,Store,Completed
ORD-006066,2023-03-28,CUST-00592,Daniel King,ualexander@example.net,Home Office,West,Oregon,Lake Rachelmouth,2022-11-27,PROD-010,Beauty,Skin Care Set,1,51.64,0.0,51.64,28.67,22.97,Gift Card,Online,Completed
ORD-006235,2023-03-28,CUST-01933,Robert Hernandez,stephen96@example.org,Home Office,West,Oregon,Austinmouth,2020-01-13,PROD-003,Electronics,Wireless Headphones,3,120.44,0.15,307.12,235.11,72.01,Credit Card,Store,Completed
ORD-006352,2023-03-28,CUST-01436,Tiffany Jimenez,whitesean@example.net,Consumer,West,Washington,Smithshire,2020-08-25,PROD-011,Beauty,Electric Toothbrush,2,67.19,0.1,120.94,93.93,27.01,PayPal,Store,Completed
ORD-006880,2023-03-28,CUST-00642,Matthew Mitchell,jmorgan@example.org,Corporate,Northeast,Massachusetts,North Donaldborough,2022-01-22,PROD-001,Electronics,Laptop,1,830.0,0.05,788.5,570.07,218.43,Credit Card,Store,Completed
ORD-007112,2023-03-28,CUST-00687,Amy Hughes,krodriguez@example.com,Consumer,Midwest,Illinois,Christopherville,2021-01-29,PROD-006,Home & Kitchen,Desk Lamp,2,39.02,0.15,66.33,54.42,11.91,Credit Card,Store,Completed
ORD-007433,2023-03-28,CUST-01239,Aaron Rubio,wendyblankenship@example.net,Corporate,Midwest,Michigan,Erikview,2021-01-11,PROD-008,Clothing,Women's Jeans,1,56.27,0.05,53.46,40.11,13.35,Debit Card,Online,Completed
ORD-007692,2023-03-28,CUST-00661,Brandon Stewart,wangkristina@example.org,Consumer,Midwest,Minnesota,Stevenbury,2021-08-29,PROD-004,Home & Kitchen,Coffee Maker,2,91.94,0.05,174.69,129.32,45.37,PayPal,Store,Completed
ORD-008681,2023-03-28,CUST-02241,Bradley Best,aguilarkevin@example.com,Consumer,West,Washington,Warefurt,2022-11-22,PROD-001,Electronics,Laptop,5,836.32,0.05,3972.52,2370.97,1601.55,Credit Card,Online,Completed
ORD-008885,2023-03-28,CUST-00009,David Williams,cookkristina@example.net,Consumer,Midwest,Michigan,North Rebeccamouth,2021-10-14,PROD-005,Home & Kitchen,Air Fryer,1,115.57,0.0,115.57,80.97,34.6,Debit Card,Store,Completed
ORD-008915,2023-03-28,CUST-01353,Amanda Huff,vlopez@example.com,Consumer,Midwest,Michigan,North Kennethville,2022-06-12,PROD-004,Home & Kitchen,Coffee Maker,2,83.67,0.0,167.34,89.0,78.34,Debit Card,Online,Completed
ORD-009596,2023-03-28,CUST-01675,Lindsey Mcclain,fordbeverly@example.org,Corporate,West,California,Arianaville,2020-08-03,PROD-004,Home & Kitchen,Coffee Maker,1,87.48,0.0,87.48,62.29,25.19,Gift Card,Online,Completed
ORD-001637,2023-03-29,CUST-02385,Valerie Norman,laurenmathis@example.org,Consumer,Midwest,Minnesota,Bishopborough,2020-05-26,PROD-003,Electronics,Wireless Headphones,1,133.9,0.0,133.9,94.1,39.8,Credit Card,Online,Completed
ORD-002012,2023-03-29,CUST-01364,Aaron Kane,mckaybrett@example.org,Corporate,West,Washington,East Christopher,2022-06-18,PROD-002,Electronics,Smartphone,1,663.1,0.1,596.79,461.43,135.36,Debit Card,Store,Completed
ORD-002404,2023-03-29,CUST-01391,Lisa Gonzalez,mccoyjames@example.org,Corporate,West,California,South Dawn,2021-08-15,PROD-010,Beauty,Skin Care Set,1,45.5,0.05,43.22,30.76,12.46,Credit Card,Online,Completed
ORD-002753,2023-03-29,CUST-01972,Tyler Anderson,lloydmiranda@example.org,Consumer,South,Florida,North Mario,2021-03-13,PROD-009,Clothing,Running Shoes,1,78.83,0.0,78.83,56.4,22.43,Debit Card,Store,Completed
ORD-002848,2023-03-29,CUST-01987,Nicole Payne,kimberlybrandt@example.com,Corporate,South,Texas,Thompsonland,2020-06-10,PROD-001,Electronics,Laptop,2,917.93,0.0,1835.86,1236.91,598.95,Debit Card,Online,Completed
ORD-004181,2023-03-29,CUST-02374,Gail Vasquez,ypatterson@example.net,Corporate,South,Florida,New Heatherville,2020-04-03,PROD-008,Clothing,Women's Jeans,1,54.52,0.05,51.79,28.92,22.87,Credit Card,Store,Completed
ORD-004318,2023-03-29,CUST-00141,Andrew Sanders,arnoldstephen@example.net,Consumer,Northeast,New Jersey,South Catherine,2021-10-05,PROD-008,Clothing,Women's Jeans,1,54.4,0.05,51.68,37.7,13.98,Credit Card,Online,Completed
ORD-004889,2023-03-29,CUST-01321,Sandra Jones,triciaedwards@example.org,Consumer,Northeast,New Jersey,Whiteville,2020-12-25,PROD-003,Electronics,Wireless Headphones,4,123.93,0.1,446.15,323.91,122.24,Gift Card,Online,Completed
ORD-004991,2023-03-29,CUST-02083,Mary Christian,jeffreygibson@example.com,Consumer,Northeast,New York,East Melissaville,2021-04-20,PROD-001,Electronics,Laptop,1,922.3,0.0,922.3,508.74,413.56,Credit Card,Store,Completed
ORD-005009,2023-03-29,CUST-00609,Heather Smith,amy11@example.com,Consumer,West,Nevada,Greenfurt,2021-09-13,PROD-007,Clothing,Men's T-Shirt,2,24.57,0.05,46.68,28.64,18.04,Credit Card,Online,Completed
ORD-005075,2023-03-29,CUST-01895,Anita Serrano,michael08@example.org,Consumer,South,North Carolina,North Valerie,2021-06-07,PROD-013,Sports & Outdoors,Water Bottle,1,18.63,0.0,18.63,9.29,9.34,Debit Card,Online,Completed
ORD-005329,2023-03-29,CUST-00222,Willie Allen,campbellfelicia@example.com,Consumer,West,Oregon,East Kelseyport,2021-12-08,PROD-004,Home & Kitchen,Coffee Maker,1,86.27,0.0,86.27,53.79,32.48,Debit Card,Store,Completed
ORD-005370,2023-03-29,CUST-00444,Patrick Valdez,kelseywilliams@example.org,Consumer,West,Nevada,West Michelle,2021-02-18,PROD-002,Electronics,Smartphone,2,659.77,0.1,1187.59,812.37,375.22,Credit Card,Store,Completed
ORD-005913,2023-03-29,CUST-02066,Robin Perez,patriciamorrison@example.org,Consumer,South,Florida,West Michaelfort,2022-03-21,PROD-005,Home & Kitchen,Air Fryer,5,113.22,0.0,566.1,393.15,172.95,Credit Card,Online,Completed
ORD-006807,2023-03-29,CUST-01738,Teresa Garcia,brandonsmith@example.org,Corporate,South,Georgia,Michellechester,2022-02-10,PROD-005,Home & Kitchen,Air Fryer,3,122.65,0.05,349.55,260.43,89.12,Credit Card,Online,Completed
ORD-007649,2023-03-29,CUST-00902,Pamela Johnson,smithmadison@example.com,Consumer,West,Washington,Campbellfurt,2021-07-30,PROD-002,Electronics,Smartphone,1,697.88,0.0,697.88,387.61,310.27,PayPal,Online,Completed
ORD-008599,2023-03-29,CUST-01043,Tonya Peters,smithsteven@example.net,Consumer,Midwest,Illinois,Deniseburgh,2020-05-26,PROD-004,Home & Kitchen,Coffee Maker,1,85.0,0.15,72.25,61.04,11.21,Credit Card,Store,Completed
ORD-001759,2023-03-30,CUST-00503,Hector Blevins,ashley09@example.com,Corporate,South,Georgia,Padillaberg,2022-01-30,PROD-010,Beauty,Skin Care Set,1,48.84,0.15,41.51,23.69,17.82,Credit Card,Online,Completed
ORD-002145,2023-03-30,CUST-01242,Douglas Ryan,tiffany44@example.net,Consumer,Midwest,Minnesota,Stephaniehaven,2020-05-26,PROD-002,Electronics,Smartphone,1,716.52,0.15,609.04,480.38,128.66,Gift Card,Store,Completed
ORD-004090,2023-03-30,CUST-00359,Richard Smith,gibsonemily@example.net,Consumer,Midwest,Illinois,Brendastad,2022-05-25,PROD-001,Electronics,Laptop,3,843.11,0.0,2529.33,1455.1,1074.23,Credit Card,Online,Completed
ORD-005843,2023-03-30,CUST-01876,Jennifer King,hernandezrebecca@example.org,Corporate,South,Georgia,Longbury,2020-06-16,PROD-002,Electronics,Smartphone,4,707.85,0.15,2406.69,1492.54,914.15,Debit Card,Store,Completed
ORD-006277,2023-03-30,CUST-01302,Kelly Reid,kennedywanda@example.net,Consumer,West,Oregon,Harringtonland,2021-08-25,PROD-002,Electronics,Smartphone,1,634.4,0.0,634.4,406.26,228.14,Credit Card,Online,Completed
ORD-006845,2023-03-30,CUST-00056,Brian Blair PhD,dbrown@example.org,Consumer,South,Georgia,North Yvonne,2020-08-09,PROD-006,Home & Kitchen,Desk Lamp,1,36.93,0.2,29.54,19.87,9.67,Credit Card,Store,Completed
ORD-006935,2023-03-30,CUST-00426,Chelsea Henderson,uwillis@example.com,Consumer,Midwest,Michigan,North Daisystad,2021-02-06,PROD-007,Clothing,Men's T-Shirt,1,25.27,0.1,22.74,17.37,5.37,Credit Card,Online,Completed
ORD-007320,2023-03-30,CUST-01433,Heather Blanchard,tyler41@example.net,Home Office,South,North Carolina,South Louiston,2020-09-04,PROD-002,Electronics,Smartphone,3,717.48,0.0,2152.44,1403.29,749.15,Debit Card,Online,Completed
ORD-000616,2023-03-31,CUST-00304,Mark Lane,douglaskelly@example.net,Corporate,West,Oregon,West Toddberg,2020-04-07,PROD-008,Clothing,Women's Jeans,3,61.02,0.05,173.91,108.04,65.87,Debit Card,Store,Completed
ORD-001678,2023-03-31,CUST-00933,Matthew Nielsen,christopher30@example.com,Consumer,South,Texas,Nunezton,2022-08-04,PROD-004,Home & Kitchen,Coffee Maker,3,90.37,0.05,257.55,189.55,68.0,Debit Card,Online,Completed
ORD-003028,2023-03-31,CUST-01530,Robert Moore,vgood@example.com,Consumer,South,Florida,West Joefort,2020-06-28,PROD-009,Clothing,Running Shoes,2,83.97,0.15,142.75,110.35,32.4,Debit Card,Online,Completed
ORD-004319,2023-03-31,CUST-01648,Steven Lopez,kevin78@example.org,Corporate,West,Nevada,South Lisamouth,2020-03-22,PROD-009,Clothing,Running Shoes,3,83.48,0.0,250.44,133.41,117.03,PayPal,Online,Completed
ORD-005371,2023-03-31,CUST-00606,Mary Diaz,jeffreygreen@example.org,Home Office,Midwest,Ohio,Port Hannahland,2021-08-22,PROD-001,Electronics,Laptop,2,876.56,0.05,1665.46,1038.36,627.1,Debit Card,Store,Completed
ORD-007410,2023-03-31,CUST-00005,Allison Torres,christina79@example.org,Consumer,South,North Carolina,Williamsbury,2022-03-14,PROD-002,Electronics,Smartphone,2,636.81,0.0,1273.62,790.18,483.44,PayPal,Store,Completed
ORD-008118,2023-03-31,CUST-01856,Joshua Jones,butlerashley@example.net,Consumer,South,North Carolina,Mcculloughfurt,2021-11-13,PROD-003,Electronics,Wireless Headphones,1,117.24,0.0,117.24,66.46,50.78,Credit Card,Online,Completed
ORD-008672,2023-03-31,CUST-01549,Matthew Stokes,solistara@example.com,Consumer,Northeast,Pennsylvania,West Abigail,2020-04-10,PROD-003,Electronics,Wireless Headphones,3,126.6,0.1,341.82,189.02,152.8,Credit Card,Online,Completed
ORD-008748,2023-03-31,CUST-00470,Victor Williams,hrodgers@example.org,Consumer,Northeast,New York,Erinton,2020-07-25,PROD-009,Clothing,Running Shoes,1,79.92,0.1,71.93,43.01,28.92,Credit Card,Online,Completed
ORD-009071,2023-03-31,CUST-01094,Mrs. Ashley Taylor,janet80@example.org,Consumer,West,Oregon,Tristanfurt,2022-02-07,PROD-002,Electronics,Smartphone,1,674.45,0.05,640.73,431.75,208.98,PayPal,Online,Completed
ORD-000258,2023-04-01,CUST-02173,Dennis Huffman,candice96@example.net,Consumer,West,California,West Michaelmouth,2020-04-16,PROD-001,Electronics,Laptop,1,901.54,0.0,901.54,547.2,354.34,Debit Card,Online,Completed
ORD-001459,2023-04-01,CUST-01918,Tracy Mclaughlin,aclark@example.org,Consumer,West,California,North Sarah,2020-10-27,PROD-011,Beauty,Electric Toothbrush,1,65.56,0.0,65.56,35.71,29.85,Gift Card,Online,Completed
ORD-001872,2023-04-01,CUST-00340,Kristen Burns,christopher71@example.net,Consumer,Midwest,Illinois,Michelleville,2020-04-26,PROD-004,Home & Kitchen,Coffee Maker,1,88.35,0.0,88.35,44.37,43.98,Credit Card,Online,Completed
ORD-002059,2023-04-01,CUST-02059,James Love,jmedina@example.com,Consumer,Midwest,Ohio,West Davidfurt,2021-08-16,PROD-001,Electronics,Laptop,3,821.78,0.05,2342.07,1597.61,744.46,Credit Card,Online,Completed
ORD-002294,2023-04-01,CUST-02235,Brandon Long MD,jasongomez@example.org,Corporate,South,Texas,Troyfort,2022-02-09,PROD-002,Electronics,Smartphone,1,635.1,0.0,635.1,401.32,233.78,PayPal,Online,Completed
ORD-002966,2023-04-01,CUST-01210,Alan Randolph,crawfordkaren@example.net,Consumer,Midwest,Ohio,Lake Seanshire,2022-07-10,PROD-005,Home & Kitchen,Air Fryer,4,115.63,0.0,462.52,277.79,184.73,Debit Card,Online,Completed
ORD-003345,2023-04-01,CUST-02180,Edward West MD,nicole16@example.org,Consumer,West,California,Zamorachester,2021-10-26,PROD-005,Home & Kitchen,Air Fryer,2,125.21,0.05,237.9,177.34,60.56,Credit Card,Online,Completed
ORD-003369,2023-04-01,CUST-01851,Sarah Wallace,gonzalessteven@example.com,Consumer,Northeast,Massachusetts,Littleside,2022-05-06,PROD-001,Electronics,Laptop,1,816.3,0.05,775.48,444.52,330.96,Debit Card,Store,Completed
ORD-003779,2023-04-01,CUST-01491,Janice Goodwin,murraymichael@example.net,Corporate,Midwest,Michigan,West Tonya,2020-08-09,PROD-008,Clothing,Women's Jeans,1,54.2,0.05,51.49,31.12,20.37,Debit Card,Online,Completed
ORD-004867,2023-04-01,CUST-00947,Lydia Horn,iherman@example.org,Consumer,South,North Carolina,Matthewmouth,2021-11-15,PROD-002,Electronics,Smartphone,1,668.15,0.05,634.74,359.0,275.74,PayPal,Online,Completed
ORD-006260,2023-04-01,CUST-00727,Jennifer Ramos,lindawaller@example.com,Consumer,South,Georgia,Taylorshire,2022-04-10,PROD-002,Electronics,Smartphone,1,642.93,0.2,514.34,383.79,130.55,Debit Card,Online,Completed
ORD-007057,2023-04-01,CUST-02219,Charles Perry,taylorjeffrey@example.org,Consumer,Midwest,Ohio,Jamesfurt,2020-04-26,PROD-009,Clothing,Running Shoes,1,85.13,0.0,85.13,48.67,36.46,Credit Card,Store,Completed
ORD-007601,2023-04-01,CUST-00856,Michael Patrick,jacobbond@example.net,Consumer,Midwest,Illinois,East David,2022-04-02,PROD-013,Sports & Outdoors,Water Bottle,1,18.79,0.0,18.79,9.23,9.56,Credit Card,Online,Completed
ORD-008653,2023-04-01,CUST-00811,Nathan Smith,ocannon@example.net,Consumer,Midwest,Michigan,South Laura,2021-06-14,PROD-012,Sports & Outdoors,Yoga Mat,1,28.25,0.0,28.25,19.62,8.63,Credit Card,Store,Completed
ORD-000580,2023-04-02,CUST-02440,Miss Sarah Duncan,hlopez@example.com,Corporate,South,Florida,Jenniferview,2021-08-16,PROD-003,Electronics,Wireless Headphones,2,125.76,0.0,251.52,134.38,117.14,Gift Card,Online,Completed
ORD-000717,2023-04-02,CUST-02321,Justin Baker,zhurst@example.com,Consumer,West,Nevada,East William,2021-02-04,PROD-006,Home & Kitchen,Desk Lamp,1,37.33,0.0,37.33,21.58,15.75,Credit Card,Online,Completed
ORD-002755,2023-04-02,CUST-01433,Heather Blanchard,tyler41@example.net,Home Office,South,North Carolina,South Louiston,2020-09-04,PROD-010,Beauty,Skin Care Set,2,50.18,0.05,95.34,56.33,39.01,Credit Card,Online,Completed
ORD-004926,2023-04-02,CUST-00046,Misty Acevedo,joyce30@example.com,Corporate,South,Georgia,East Kevintown,2022-08-22,PROD-003,Electronics,Wireless Headphones,1,131.86,0.05,125.27,68.84,56.43,PayPal,Store,Completed
ORD-005452,2023-04-02,CUST-01720,Ryan Cox,brandy77@example.com,Consumer,South,Texas,West Kevin,2022-01-12,PROD-006,Home & Kitchen,Desk Lamp,5,38.71,0.0,193.55,107.52,86.03,Credit Card,Store,Completed
ORD-005513,2023-04-02,CUST-00196,Raven Hill,michaelstrickland@example.com,Consumer,South,Texas,East Cynthia,2022-09-21,PROD-004,Home & Kitchen,Coffee Maker,1,90.71,0.0,90.71,48.34,42.37,Debit Card,Online,Completed
ORD-005921,2023-04-02,CUST-01539,Kristen Cole,jeremiah69@example.org,Consumer,Midwest,Michigan,Bradfordbury,2020-08-23,PROD-004,Home & Kitchen,Coffee Maker,1,93.05,0.05,88.4,64.41,23.99,PayPal,Online,Completed
ORD-005963,2023-04-02,CUST-01617,Daniel Watson,kimberlymartinez@example.com,Consumer,South,Texas,Lake Markmouth,2022-08-22,PROD-005,Home & Kitchen,Air Fryer,1,123.89,0.1,111.5,65.66,45.84,Credit Card,Online,Completed
ORD-006257,2023-04-02,CUST-00510,William Huerta,lauren10@example.org,Corporate,Northeast,Massachusetts,West Kristybury,2022-07-23,PROD-007,Clothing,Men's T-Shirt,3,24.19,0.0,72.57,36.28,36.29,Credit Card,Online,Completed
ORD-007188,2023-04-02,CUST-02240,Anthony Hahn,jessicahines@example.com,Corporate,South,Texas,New Derrick,2021-12-09,PROD-002,Electronics,Smartphone,3,632.54,0.15,1612.98,1266.7,346.28,Credit Card,Online,Completed
ORD-007732,2023-04-02,CUST-01940,Billy Tate,clayanthony@example.net,Consumer,South,Georgia,South Nathanielville,2020-09-02,PROD-004,Home & Kitchen,Coffee Maker,1,82.1,0.05,77.99,55.25,22.74,Gift Card,Store,Completed
